gene_id,gene_name,chromosome,is_Z,te_gene_id,CO_Mega,TE_mean
ENSGALG00010029682,CDR2L,18,0,ENSGALG00000026295,-3.1692944085260497,
ENSGALG00010025520,ACOT11,8,0,ENSGALG00000010785,-2.2435057374120677,-2.104774688310674
ENSGALG00010024813,RNF168,9,0,ENSGALG00000006392,-1.7557470366610324,-0.8422422861931775
ENSGALG00010018026,CCDC39,9,0,ENSGALG00000054444;ENSGALG00000052252;ENSGALG00000021855,-1.0631186914317412,
ENSGALG00010028783,DDX31,17,0,ENSGALG00000041473,-1.199731718649034,-0.928219581199632
ENSGALG00010027562,SLC39A3,28,0,ENSGALG00000020582,-1.9091446942310273,-1.076587910286784
ENSGALG00010023438,HOXB2,27,0,ENSGALG00000025774,-2.520795869241921,-3.152329724103133
ENSGALG00010027183,CD34,26,0,ENSGALG00000001177,-2.9302864031785933,-0.5124770317428483
ENSGALG00010028169,DNLZ,17,0,ENSGALG00000048117,-2.4594211628369878,
ENSGALG00010018229,AS3MT,6,0,ENSGALG00000008133,-1.8976018782306188,-1.0169806691522614
ENSGALG00010021175,IPO7,5,0,ENSGALG00000005807;ENSGALG00000017862,-0.3902591228069214,
ENSGALG00010028009,RRP9,12,0,ENSGALG00000043359,-2.071079404046386,-1.8204564205626783
ENSGALG00010021782,ADAM11,27,0,ENSGALG00000035673;ENSGALG00000053242,-2.3475705902602715,
ENSGALG00010019307,ATF3,3,0,ENSGALG00000049422,-0.9588356513544896,
ENSGALG00010021148,GPATCH8,27,0,ENSGALG00000041556;ENSGALG00000028331,-2.609762033452575,
ENSGALG00010027256,PHTF1,26,0,ENSGALG00000001845,-1.1832251463044814,-3.4639180570510577
ENSGALG00010027334,PRCC,25,0,ENSGALG00000040696,-1.8572724293834457,-1.9741931825331576
ENSGALG00010025355,STAT6,34,0,ENSGALG00000048759;ENSGALG00000051500;INRAGALG00000021518;INRAGALG00000021517,-2.9461846244612606,
ENSGALG00010021693,PPA1,6,0,ENSGALG00000004442,-0.39950755305394475,0.3681237871760202
ENSGALG00010027324,PIK3R2,28,0,ENSGALG00000003428,-2.6230137109641927,-3.01280371630015
ENSGALG00010023075,PKDREJ,1,0,ENSGALG00000051852,-0.6961446003630625,
ENSGALG00010024146,,5,0,INRAGALG00000013658,-3.10520591997735,
ENSGALG00010024702,C1orf106,26,0,ENSGALG00000044612,-3.0261584972812217,
ENSGALG00010027130,NCKIPSD,12,0,ENSGALG00000005713,-2.358987349803095,-2.207410826231344
ENSGALG00010024965,STAT2,34,0,ENSGALG00000030661,-3.3500768565371666,-3.062987438287257
ENSGALG00010023833,PIP4K2C,34,0,ENSGALG00000031640,-2.2517253230436958,
ENSGALG00010018852,NDUFB10,14,0,ENSGALG00000005465,-1.2161136976118945,-0.4575104366133411
ENSGALG00010021817,EVI5,8,0,ENSGALG00000029582,-1.1851332779938293,-1.4428194727975048
ENSGALG00010022520,TMOD2,10,0,ENSGALG00000004740,-0.755477631529651,
ENSGALG00010027332,HDGF,25,0,ENSGALG00000032847,-2.1154308226395444,-2.0059269048991006
ENSGALG00010027102,DUS3L,28,0,ENSGALG00000001800,-1.514411830022817,-1.926932196299785
ENSGALG00010023931,CSRNP2,34,0,INRAGALG00000023747;INRAGALG00000023748;ENSGALG00000032004,-2.9451595239629813,
ENSGALG00010021181,DAGLA,5,0,ENSGALG00000036492,-1.856383247533838,-3.696159152389516
ENSGALG00010017826,PABPC4,23,0,ENSGALG00000003800;ENSGALG00000017846;ENSGALG00000017847;ENSGALG00000017848,-0.5228861305381312,
ENSGALG00010024977,LRP3,11,0,ENSGALG00000004839;ENSGALG00000004853,-1.687558915361005,
ENSGALG00010027164,CR1,26,0,,-1.7680458345280958,
ENSGALG00010024391,TBC1D2B,10,0,INRAGALG00000003430;INRAGALG00000003431;ENSGALG00000003322,-1.4094591417149966,
ENSGALG00010029300,TEKT1,19,0,ENSGALG00000006064,-0.8778386571577796,
ENSGALG00010018363,TCTE1,3,0,ENSGALG00000010165,-2.1052981368657036,
ENSGALG00010029345,RILP,19,0,ENSGALG00000002843,-3.089784138364635,-2.8978485211483034
ENSGALG00010019213,RHBDF1,14,0,ENSGALG00000007434;INRAGALG00000005104;INRAGALG00000005106;INRAGALG00000005107;INRAGALG00000005108;INRAGALG00000005109;INRAGALG00000005110;INRAGALG00000005111;INRAGALG00000101601,-1.51235012827809,
ENSGALG00010022085,MLLT6,27,0,ENSGALG00000034693;ENSGALG00000025474,-3.124868623568487,
ENSGALG00010020183,XPNPEP1,6,0,ENSGALG00000008523,-0.4652284003238482,-4.436751927469618e-05
ENSGALG00010024431,FEZ1,24,0,ENSGALG00000038885,-2.911307113696498,-4.136629020150169
ENSGALG00010027169,ABCB8,2,0,ENSGALG00000031243,-2.485188785239666,-2.6932567501585623
ENSGALG00010025508,PTTG1IP,9,0,,-1.9500851696820645,
ENSGALG00010019390,TVP23A,14,0,ENSGALG00000007216,-0.8999972049848742,-2.6492859614242947
ENSGALG00010018259,WDR90,14,0,ENSGALG00000028172,-2.185087015810465,-4.373745112323201
ENSGALG00010027268,UQCRC1,12,0,ENSGALG00000005789,-0.852464643343038,-0.335833769851763
ENSGALG00010020101,KIF15,2,0,ENSGALG00000036645,-1.1920127063669839,
ENSGALG00010021164,SLC41A3,12,0,ENSGALG00000034289,-0.8055515426140327,-1.6379266798482903
ENSGALG00010021636,C1orf159,21,0,ENSGALG00000027363,-0.58129109152591,0.1322574869520461
ENSGALG00010028584,LRRC8A,17,0,ENSGALG00000004573;ENSGALG00000028013,-1.169441577888452,
ENSGALG00010018027,EML5,5,0,INRAGALG00000104534;ENSGALG00000010639,-0.08899839599534476,
ENSGALG00010018758,TNFRSF9,21,0,ENSGALG00000052935,-1.9746970312926466,
ENSGALG00010022900,MMP17,15,0,ENSGALG00000002461;INRAGALG00000005241,-1.6992639538228502,
ENSGALG00010022669,MANSC4,1,0,ENSGALG00000026372,-1.0058008489681347,
ENSGALG00010021414,BUD31,14,0,ENSGALG00000004705,-1.1978482296258797,0.3773878820856507
ENSGALG00010020098,GABRD,21,0,ENSGALG00000030856;ENSGALG00000001282,-0.41163000141649264,
ENSGALG00010021100,EMC7,5,0,ENSGALG00000009637,-0.4541569145059124,0.3756346114612378
ENSGALG00010024896,RNF41,34,0,ENSGALG00000032819,-2.308707244104523,-3.2827363220013246
ENSGALG00010029602,MTMR4,19,0,ENSGALG00000001042;ENSGALG00000032652,-2.0620800693567554,
ENSGALG00010019625,INTS1,14,0,ENSGALG00000004104,-1.716558609801515,-1.7436768800026798
ENSGALG00010022528,SIDT1,1,0,ENSGALG00000014812,-0.8551942013182465,-1.627357325702894
ENSGALG00010018046,CAPN15,14,0,ENSGALG00000002018,-2.6011683198291045,-3.556309603237518
ENSGALG00010020820,VWA5B1,21,0,ENSGALG00000053608,-2.689155656137648,
ENSGALG00010028190,ILF2,25,0,ENSGALG00000011570,-1.9081442600459035,-1.320974133386192
ENSGALG00010020437,SNX4,7,0,ENSGALG00000012052,-0.99653907933646,-0.4415050008603222
ENSGALG00010024045,PSTPIP1,10,0,ENSGALG00000002786,-0.8178411631073966,-2.266821423215358
ENSGALG00010022159,KIAA2013,21,0,ENSGALG00000004533;INRAGALG00000008912,-1.8882474542512862,
ENSGALG00010021241,TMEM43,12,0,ENSGALG00000006345,-0.7199790693198991,0.2553093721664792
ENSGALG00010025071,CDK15,7,0,ENSGALG00000008428,-1.5131920936993906,
ENSGALG00010024696,TRADD,11,0,ENSGALG00000003195,-2.44356691740879,-0.866055040325333
ENSGALG00010022930,GTF2B,8,0,ENSGALG00000006205,0.1685665139776219,0.6380558534514016
ENSGALG00010021535,SUSD6,5,0,ENSGALG00000009428,-1.3271243154121355,-1.1373601301094838
ENSGALG00010029413,B3GNTL1,18,0,ENSGALG00000001433,-0.8040929272910179,-2.18270701729539
ENSGALG00010021580,KCTD10,15,0,ENSGALG00000005138,-1.240111626880295,-0.2815131471894349
ENSGALG00010021092,VPS13D,21,0,ENSGALG00000034777,-0.8635317736500394,-1.346765655036844
ENSGALG00010022809,MYO1E,10,0,NONGGAG000922;ENSGALG00000004150,-0.37953080233171516,
ENSGALG00010020285,ADAMTS14,6,0,ENSGALG00000039219,-2.633645496765484,
ENSGALG00010018986,CTDSP1,7,0,ENSGALG00000027768;ENSGALG00000028051,-2.2542367579549722,
ENSGALG00010022652,CARMIL2,11,0,ENSGALG00000021442,-2.8978060077278855,-4.295381378403231
ENSGALG00010028096,TOR2A,17,0,ENSGALG00000026424,-2.159387133429546,-1.4677876082827748
ENSGALG00010028023,,28,0,,-3.080025432255585,
ENSGALG00010021450,OLFML1,5,0,ENSGALG00000027184,0.41755949028601724,0.83938340059312
ENSGALG00010029695,TAOK1,19,0,ENSGALG00000004082,-1.642119505837642,-2.1747162450651123
ENSGALG00010024818,FBXO3,5,0,ENSGALG00000034029,-0.48024807761501037,0.2767863801746958
ENSGALG00010027822,DPH7,17,0,ENSGALG00000008750,-1.8584665397201898,-2.1983137653400027
ENSGALG00010025063,TEX12,24,0,ENSGALG00000048129,-1.7717958413442312,
ENSGALG00010025907,ARHGEF12,24,0,ENSGALG00000006663,-1.6840025060473787,-3.6381081211020856
ENSGALG00010023126,CGNL1,10,0,ENSGALG00000004294,-1.2101155809994713,-0.8199304048673373
ENSGALG00010027901,MOB3A,28,0,ENSGALG00000031729,-1.410302226648148,-1.3813760100154349
ENSGALG00010026173,CDK12,27,0,ENSGALG00000001731,-2.1970621095327316,-2.6653732237489924
ENSGALG00010018288,CRNKL1,3,0,ENSGALG00000008429,-0.0365834610968514,0.5550380986439192
ENSGALG00010023363,CPEB1,10,0,ENSGALG00000002150,-1.7914168805319468,-2.892013249904364
ENSGALG00010022532,CBX5,34,0,INRAGALG00000103780;ENSGALG00000036856,-1.580076597045565,
ENSGALG00010021173,KLF15,12,0,ENSGALG00000036133;ALDBGALG0000001456;ENSGALG00000034962;ENSGALG00000042231;INRAGALG00000004384,-1.5359239526165882,
ENSGALG00010022958,SFSWAP,15,0,ENSGALG00000002487,-1.0072061182806216,-2.049607730703693
ENSGALG00010018022,XPO6,14,0,ENSGALG00000035360,-2.130445740076356,-2.692773373465919
ENSGALG00010022022,STAMBPL1,6,0,ENSGALG00000006331,-0.7598385932052709,-0.5827007557926486
ENSGALG00010025042,BCO2,24,0,ENSGALG00000007868,-1.159186386238669,-1.4906587991142808
ENSGALG00010018361,ASIC4,7,0,ENSGALG00000011250,-2.372167739682472,
ENSGALG00010021051,GDE1,14,0,INRAGALG00000005046;INRAGALG00000005047;ENSGALG00000006916,-1.0978535549259978,
ENSGALG00010029734,SEC14L1,18,0,ENSGALG00000001684,-0.8908932016899517,-0.286861893231182
ENSGALG00010029534,NF1,19,0,ENSGALG00000005660,-0.7194194426623797,-1.523357747588443
ENSGALG00010018335,AQP8,14,0,ENSGALG00000053053,-1.777724154716485,
ENSGALG00010018351,RIN2,3,0,INRAGALG00000103181;ENSGALG00000042483;ENSGALG00000008457,-1.2027455944461547,
ENSGALG00010025855,CPO,7,0,ENSGALG00000008516,-0.8259352249680133,
ENSGALG00010018241,RALGAPA2,3,0,ENSGALG00000044730;NONGGAG009146;ENSGALG00000032964;ENSGALG00000025266;INRAGALG00000009952;ENSGALG00000041287,-0.9549514489102684,
ENSGALG00010017955,IKBKB,22,0,,-1.4495167888376548,
ENSGALG00010028362,TMPRSS9,28,0,ENSGALG00000000458,-1.8390570841645268,
ENSGALG00010029173,ZNHIT3,19,0,ENSGALG00000026031,-1.8723350407496349,-2.216953050688463
ENSGALG00010024674,DHH,34,0,ENSGALG00000031707,-2.4010924902290274,-3.2862685898479054
ENSGALG00010021011,SCARB1,15,0,ENSGALG00000046226,-1.41399154306104,-0.7979957082782583
ENSGALG00010024539,RAPGEFL1,27,0,ENSGALG00000035690;ENSGALG00000052417,-2.991661200167741,
ENSGALG00010022279,EP400,15,0,ENSGALG00000002336,-1.1477578561941106,-1.777299661249545
ENSGALG00010029406,TMEM199,19,0,ENSGALG00000023757,-2.3967307626493324,-1.574099241754385
ENSGALG00010028028,C19orf24,28,0,ENSGALG00000029614,-2.3268912451568196,-1.5399322615069329
ENSGALG00010020520,ARHGAP22,6,0,ALDBGALG0000005052;ENSGALG00000006137;ENSGALG00000054917,-2.0522125970589076,
ENSGALG00010017927,PCSK2,3,0,ENSGALG00000008734,-0.6380445781789628,-1.0083737102229866
ENSGALG00010020402,SLC3A1,3,0,ENSGALG00000009973,-0.3576375916979281,0.3244421161951713
ENSGALG00010024533,CDKN2C,8,0,INRAGALG00000016318;ENSGALG00000010537,-1.75519561438343,
ENSGALG00010018057,SSTR4,3,0,ENSGALG00000008362,-2.2426546088141923,
ENSGALG00010028585,FAM63A,25,0,ENSGALG00000028499,-2.5519917563909864,-3.8036209383975432
ENSGALG00010024677,LMBR1L,34,0,ENSGALG00000037665,-2.11727646286122,-2.591661436441611
ENSGALG00010021514,TPR,8,0,ENSGALG00000005105,-1.4033370901395592,-0.6889136821447545
ENSGALG00010027913,PYGO2,25,0,ENSGALG00000051065,-2.1304366396999592,
ENSGALG00010018166,MSS51,14,0,ENSGALG00000002597,-1.8123731148056148,
ENSGALG00010017941,DIS3L,10,0,ENSGALG00000007643,-0.7744129573406393,-0.9133743105003256
ENSGALG00010018502,ARHGEF10L,21,0,ENSGALG00000043128;INRAGALG00000008806,-2.307477326848776,
ENSGALG00010029456,RNF157,18,0,ENSGALG00000002008,-2.7943808137394646,
ENSGALG00010025080,BAZ2A,34,0,ENSGALG00000052945;ENSGALG00000029588;ENSGALG00000052195,-3.049375051362085,
ENSGALG00010024152,ZNF423,11,0,INRAGALG00000003877;ENSGALG00000003891,-1.97384152271859,
ENSGALG00010024962,MAB21L4,9,0,ENSGALG00000006044,-2.9259665099676626,
ENSGALG00010028903,ASTN2,17,0,ENSGALG00000007038;ENSGALG00000053817,-2.591566428587535,
ENSGALG00010019346,POU3F4,4,0,ALDBGALG0000004278;ENSGALG00000029329,-2.939931975181878,
ENSGALG00010029354,TLCD2,19,0,ENSGALG00000021592;INRAGALG00000101928;INRAGALG00000006017;INRAGALG00000006019;ENSGALG00000024507,-1.2754517894990007,
ENSGALG00010019581,SLC35B2,3,0,ENSGALG00000010174;ENSGALG00000047531,-0.9821811939200655,
ENSGALG00010018193,ANK1,22,0,ENSGALG00000003594;ENSGALG00000025684,-2.1113730837764653,
ENSGALG00010021978,NR2C2,12,0,ENSGALG00000008519,-0.3181617390351801,-1.7775541494777696
ENSGALG00010018083,PAX1,3,0,,-2.330951487775794,
ENSGALG00010019474,TMEM163,7,0,ENSGALG00000012190,-0.4399844085042367,
ENSGALG00010019495,EMP2,14,0,ENSGALG00000050207,0.5750851533502009,
ENSGALG00010022065,PABPC1L,20,0,ENSGALG00000004123,-1.625016847629844,-3.4348246763426777
ENSGALG00010017882,LZTS3,4,0,ENSGALG00000016001;INRAGALG00000013373;ENSGALG00000047030;INRAGALG00000013376;INRAGALG00000013377,-2.5613944539285747,
ENSGALG00010029392,RTN4RL1,19,0,ENSGALG00000021589,-2.455438159891004,
ENSGALG00010028692,RALGPS1,17,0,ENSGALG00000000906;INRAGALG00000020352,-0.9486152318733911,
ENSGALG00010027471,SDHC,25,0,ENSGALG00000054449,-1.8067583798463094,
ENSGALG00010020293,SEMA4B,10,0,ENSGALG00000008297,-2.628374280660976,-2.8389101999489084
ENSGALG00010019325,SLITRK4,4,0,ENSGALG00000007242,-0.9533967062415329,
ENSGALG00010024797,IKZF4,34,0,ENSGALG00000035734,-2.611585399760437,-4.779521126574921
ENSGALG00010019600,MAP3K19,7,0,ENSGALG00000054339;ENSGALG00000028457,-0.49566958165293173,
ENSGALG00010022950,ITGA7,34,0,ENSGALG00000035879,-2.5546393239912675,
ENSGALG00010028626,CRAT,17,0,ENSGALG00000037443;INRAGALG00000020989,-1.0653248149838301,
ENSGALG00010020283,FBXO42,21,0,ENSGALG00000003731,-2.020453957275524,-2.821412206786688
ENSGALG00010024631,EPB41L1,20,0,ENSGALG00000034171,-1.9718904207053822,
ENSGALG00010020393,SHISA9,14,0,ENSGALG00000035799,-1.133289963291528,
ENSGALG00010025438,EXOSC6,11,0,ENSGALG00000050575,-2.6512444544024936,
ENSGALG00010018434,HSPBAP1,7,0,ENSGALG00000011677,-1.0756812070750406,-1.737866128445846
ENSGALG00010023375,ST14,24,0,ENSGALG00000001331,-1.823356446224026,-2.200824852186699
ENSGALG00010022079,ABI2,7,0,ENSGALG00000008714;INRAGALG00000015504,-1.2301959752776397,
ENSGALG00010024483,ALX3,26,0,,-2.6981960288480327,
ENSGALG00010028182,SMG5,25,0,ENSGALG00000029918;ENSGALG00000049544;ENSGALG00000054006,-2.1112743473932287,
ENSGALG00010019799,DOK2,22,0,ENSGALG00000053321,-2.7661513232055563,
ENSGALG00010020568,PLA2G4F,5,0,ENSGALG00000043591,-1.030161952097116,
ENSGALG00010028070,MEX3A,25,0,ENSGALG00000014016;ENSGALG00000040524;ALDBGALG0000003198,-2.4171425250634924,
ENSGALG00010019509,ZNF106,5,0,ENSGALG00000009081,-1.349036804886309,-1.9998358766152091
ENSGALG00010025628,SCN3A,7,0,ENSGALG00000053819;ENSGALG00000011040,0.25743214586761753,
ENSGALG00010021494,SLC2A10,20,0,,-1.0575115661049224,
ENSGALG00010020779,SLC15A4,15,0,ENSGALG00000002695,-0.40976052305317784,-0.1364691180506862
ENSGALG00010027547,B4GALT3,25,0,ENSGALG00000030605,-2.4842935717765324,
ENSGALG00010019926,KIF7,10,0,ENSGALG00000006611,-3.1251947459974794,-3.295790012508153
ENSGALG00010017957,THUMPD1,14,0,ENSGALG00000053304;ENSGALG00000031384,-1.4831329363437002,
ENSGALG00010028329,HAPLN2,25,0,INRAGALG00000009387;ENSGALG00000013234,-2.404891072468009,
ENSGALG00010019524,HHIPL2,3,0,ENSGALG00000045729,-0.30334987743736164,
ENSGALG00010018355,PRKCB,14,0,ENSGALG00000037943;ENSGALG00000025156,-1.3805260277692892,
ENSGALG00010025069,PODN,8,0,INRAGALG00000105019;ENSGALG00000021869,-1.6252504832753703,
ENSGALG00010029934,TEKT3,18,0,ENSGALG00000001348,-2.5248017581850024,
ENSGALG00010017891,GOLGA7B,6,0,ENSGALG00000031372,-2.817423854944987,
ENSGALG00010027641,HYAL3,12,0,ENSGALG00000029000;ENSGALG00000049722,-2.59107664459587,
ENSGALG00010029308,GAA,18,0,ENSGALG00000038853,-2.3506225033362798,-1.8790922331992213
ENSGALG00010019692,MMEL1,21,0,ENSGALG00000001115,-0.4269999441941031,
ENSGALG00010029751,SPATA22,19,0,ENSGALG00000049567,-0.6430211117197489,
ENSGALG00010017829,TRNP1,23,0,ENSGALG00000047327,-2.1045998851941534,
ENSGALG00010019221,VASH2,3,0,ENSGALG00000020067,-1.7347754874972026,-3.173719791596337
ENSGALG00010022806,SPPL3,15,0,ENSGALG00000039342;ENSGALG00000006979,-0.6683557262239277,
ENSGALG00010025028,HES6,9,0,ENSGALG00000048261,-3.048603728085974,
ENSGALG00010024604,MFSD5,34,0,ENSGALG00000033927,-2.664733200657269,-3.2537156747862754
ENSGALG00010018380,SLC20A1,22,0,ENSGALG00000013740;ENSGALG00000041161,-2.0527004949068663,
ENSGALG00010020548,CMTR1,3,0,ENSGALG00000010149,-1.1019810085085049,-0.7644521495737647
ENSGALG00010024532,TMEM86A,5,0,ENSGALG00000047827,-0.45367312661486486,
ENSGALG00010021491,SLC10A1,5,0,,-0.23833387556733943,
ENSGALG00010029242,DERL2,19,0,ENSGALG00000041844,-0.8368656062145964,-0.198028410417645
ENSGALG00010026298,SNF8,27,0,ENSGALG00000001309,-0.6177897384177002,-0.4060677851522408
ENSGALG00010020360,ABCG8,3,0,ENSGALG00000009958,-0.5818192713912623,0.1755065458088407
ENSGALG00010023056,SAG,9,0,ENSGALG00000001696,-0.9268099094259021,
ENSGALG00010022804,SNX19,24,0,ENSGALG00000047156;ENSGALG00000001425,-2.6326588911255033,
ENSGALG00010023354,SEPTIN2,9,0,ENSGALG00000005809;ENSGALG00000031942,-0.23894881332178175,
ENSGALG00010018064,TTC8,5,0,ENSGALG00000010663,-0.5169220015034897,-0.2806695865801649
ENSGALG00010026759,OMA1,8,0,ENSGALG00000010861,-1.0774659906311719,0.6241103393435654
ENSGALG00010029741,EMC6,19,0,ENSGALG00000026492,-0.8471420390799329,-1.8239532747334368
ENSGALG00010024625,SPRYD3,34,0,ENSGALG00000031222,-2.3210792624854144,-2.670281095607041
ENSGALG00010029426,ZNF750,18,0,ENSGALG00000001518,-1.238080640550134,
ENSGALG00010024679,MSL1,27,0,ENSGALG00000030739,-2.951689507561164,-4.662255011406916
ENSGALG00010018179,PRADC1,4,0,ENSGALG00000016089,-1.5567926648713186,-1.0779086998667176
ENSGALG00010027628,C9orf116,17,0,ENSGALG00000040773,-2.2625083051136436,-0.0675051939178863
ENSGALG00010020428,SEMA4C,22,0,ENSGALG00000055081,-2.5443719218161487,
ENSGALG00010024946,KIF1A,9,0,ENSGALG00000006221,-2.433254323861428,-3.016489119503244
ENSGALG00010024701,EIF2B1,15,0,ENSGALG00000003259,-1.0779056165179406,0.8252542704231857
ENSGALG00010018025,CPTP,21,0,ENSGALG00000028898,-2.6719491870801453,-1.739305480049572
ENSGALG00010024608,DENND2D,26,0,ENSGALG00000000154,-2.210300849958813,-1.7494593825904143
ENSGALG00010024139,SLC67A1,5,0,ENSGALG00000006454,-0.7418653609156998,-0.2709983855160048
ENSGALG00010018283,POF1B,4,0,ENSGALG00000006919,-2.2395995482017206,-3.373789774336662
ENSGALG00010024538,,8,0,,-0.6883618638382664,
ENSGALG00010020362,CDS2,22,0,ENSGALG00000030406,-1.0285550065913558,0.0233590724003179
ENSGALG00010025430,IRX5,11,0,ENSGALG00000003588,-1.9129319624483578,
ENSGALG00010023749,RPP25,10,0,ENSGALG00000052307,-2.4232153653938866,
ENSGALG00010024863,LMOD1,26,0,ENSGALG00000028721,-2.0783559505681,-1.3029173813585295
ENSGALG00010024011,AGPS,7,0,ENSGALG00000009236;INRAGALG00000015542,0.08122745902659312,
ENSGALG00010018790,PRR35,14,0,ENSGALG00000001994,-2.4551034271541328,
ENSGALG00010019277,IGFBP5,7,0,ENSGALG00000011468;ENSGALG00000031398,-2.7859879082601706,
ENSGALG00010019557,TRIM9,5,0,ENSGALG00000012367;ENSGALG00000025508,-2.43434726454501,
ENSGALG00010023677,MN1,15,0,ALDBGALG0000001800;INRAGALG00000020510;ENSGALG00000026119,-2.6187118643432523,
ENSGALG00010024233,FAIM2,34,0,ENSGALG00000031615,-0.9875611940520792,
ENSGALG00010018366,MARCHF4,7,0,NONGGAG005007;ENSGALG00000029675,-1.7734305271224868,
ENSGALG00010027254,INSR,28,0,ENSGALG00000041282;ENSGALG00000040758,-1.439547022262407,
ENSGALG00010017888,MPLKIP,2,0,ENSGALG00000031294,-1.5248313052936893,-0.9171801976293108
ENSGALG00010029603,RHBDL3,18,0,NONGGAG001913;ENSGALG00000003426,-0.892854070681019,
ENSGALG00010017930,TSC2,14,0,ENSGALG00000005646,-1.2732974573911076,-1.5174948267069568
ENSGALG00010028595,SCNM1,25,0,ENSGALG00000046607,-2.380973303141887,-3.654976629491324
ENSGALG00010022135,CHST1,5,0,ENSGALG00000008440,-2.631208110508966,
ENSGALG00010027911,PTPN22,26,0,ENSGALG00000021656,-1.8145098585874826,-2.495995285087381
ENSGALG00010017849,FBXO48,3,0,ENSGALG00000008753,-1.3075780493771905,-1.1975671766454632
ENSGALG00010021068,MAFIP,14,0,ENSGALG00000005247,-1.3846071459853386,
ENSGALG00010019854,CCDC14,7,0,ENSGALG00000044814,-1.2104000112532565,-1.3104606125643197
ENSGALG00010029411,SARM1,19,0,ENSGALG00000003595;ENSGALG00000050176,-2.479815472597314,
ENSGALG00010017852,LETM2,22,0,ENSGALG00000036049,-1.9825956409071197,-3.064582978802183
ENSGALG00010027907,MKNK2,28,0,ENSGALG00000003845,-2.999643298986606,-3.235129120663358
ENSGALG00010022105,DLG5,6,0,ENSGALG00000043018,-1.064141889059095,-2.374550237951148
ENSGALG00010025301,MORN3,15,0,ENSGALG00000004247;INRAGALG00000005277,-0.742221593790551,
ENSGALG00010019977,ZMIZ1,6,0,ENSGALG00000004850;ENSGALG00000025404;INRAGALG00000014839,-1.3715733447734955,
ENSGALG00010027147,KMT2C,2,0,ENSGALG00000049653;INRAGALG00000006275;INRAGALG00000006278,-1.2416377951788173,
ENSGALG00010021661,DUSP16,1,0,ENSGALG00000028155;INRAGALG00000100723;INRAGALG00000001288;INRAGALG00000001289,-2.093615709267153,
ENSGALG00010029414,SLC13A2,19,0,ENSGALG00000003647,-0.6493721448396566,
ENSGALG00010029778,DOC2B,19,0,ENSGALG00000004917,-1.883624163272053,
ENSGALG00010021434,ANKZF1,7,0,ENSGALG00000011332,-2.6802118771507892,-2.220573607765702
ENSGALG00010024366,PARD6A,11,0,ENSGALG00000001214;INRAGALG00000003777,-3.1590018336434156,
ENSGALG00010022890,MYPN,6,0,INRAGALG00000014782;ENSGALG00000003925,-0.9774874435095191,
ENSGALG00010026612,MFF,9,0,ENSGALG00000003079,-1.3653302961370724,-0.9492918400118916
ENSGALG00010021988,FAM180B,5,0,ENSGALG00000051142,-1.7314844787346682,
ENSGALG00010021958,BHLHA15,14,0,ENSGALG00000031306,-1.5102782418730527,
ENSGALG00010018289,HEYL,23,0,ENSGALG00000034986,-1.97391965173196,
ENSGALG00010023194,MRC2,27,0,ENSGALG00000000461;NONGGAG003219,-2.547681766539606,
ENSGALG00010020102,TMEM127,22,0,,-2.677479956944305,
ENSGALG00010018858,EPB41L5,7,0,ENSGALG00000011605,-1.015439468653337,-0.7684043553960376
ENSGALG00010029935,SYNRG,19,0,ENSGALG00000005468,-1.1070141064624166,-1.294771711490284
ENSGALG00010027225,CREB3L3,28,0,ENSGALG00000001252,-2.642013246010276,-0.7979860231428149
ENSGALG00010028128,DNM1,17,0,ENSGALG00000004852,-1.5016511906938645,-1.595462931466178
ENSGALG00010029466,SLC39A11,18,0,ENSGALG00000004413,-1.6353603869312079,-0.9199002435584396
ENSGALG00010024736,DGKA,34,0,ENSGALG00000038110,-2.489393418924799,-3.244136229547804
ENSGALG00010022867,ATPAF1,8,0,ENSGALG00000010444,-1.127583503511325,0.0107449511532281
ENSGALG00010024670,SENP2,9,0,ENSGALG00000031128,-1.0836934698363538,-2.6197341215903385
ENSGALG00010024078,KIRREL3,24,0,ENSGALG00000029197,-2.458510848104282,
ENSGALG00010022093,CHD4,1,0,ENSGALG00000050127;ENSGALG00000046776;ENSGALG00000025615;ENSGALG00000013565,-0.9540754626961083,
ENSGALG00010027234,SLC6A11,12,0,ALDBGALG0000001374;ENSGALG00000004879,0.892234167901328,
ENSGALG00010024851,CPNE5,26,0,ENSGALG00000030676;ENSGALG00000054313,-2.0680681939629744,
ENSGALG00010024607,RARG,34,0,ENSGALG00000033404,-2.4850309614678925,
ENSGALG00010020932,CASP9,21,0,ENSGALG00000001366,-2.2847781132974574,-1.0574696988826369
ENSGALG00010018226,JAG1,3,0,ENSGALG00000009020,-1.0785009666054743,-0.6011595108645598
ENSGALG00010029654,EME1,18,0,ENSGALG00000007676,-1.3173556101765949,-2.1450698336867173
ENSGALG00010021518,CPEB3,6,0,ENSGALG00000006912,-1.4156664193190744,-0.7237981909265084
ENSGALG00010021142,WNT6,7,0,ENSGALG00000011358,-1.9761107953690193,
ENSGALG00010020886,GBF1,6,0,ENSGALG00000005637,-1.4630698829249158,-1.0633586137264943
ENSGALG00010028547,ZNF618,17,0,ENSGALG00000008886,-1.398835456498539,-3.406194007738024
ENSGALG00010027335,MAST3,28,0,ENSGALG00000003499,-3.117217820880697,-3.799264365550592
